Type: light | Measure: 15.62 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: humidity | Measure: 43.89 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.18 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1068.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 28.26 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 50.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 0.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 42.71 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.29 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1177.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 31.28 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 27.3 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -39.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 41.22 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.52 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 967.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 25.88 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 3.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 23.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 40.86 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.65 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 943.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 24.39 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 7.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 40.96 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.83 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1193.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 29.66 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -39.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 38.97 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.53 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 897.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 33.98 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 0.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 41.84 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.95 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1072.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 27.5 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 58.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -15.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 39.7 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.91 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 978.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 23.31 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: -3.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 46.56 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 30.09 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 928.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 32.49 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 7.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 46.24 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 30.17 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1045.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 24.8 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 54.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 0.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 44.49 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.96 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 897.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 31.91 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 0.0 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 7.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 46.41 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.74 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 982.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 31.59 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 31.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 31.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 45.99 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 30.17 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1064.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 44.37 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 54.6 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -11.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 43.92 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.96 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 924.3 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 30.96 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 31.2 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 19.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 45.67 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 30.06 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 893.1 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 40.59 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: -27.3 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -3.9 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 45.26 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 30.42 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1158.3 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 43.47 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 35.1 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: -23.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 43.5 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.45 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: temperature | Measure: 29.39 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 947.7 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 40.41 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 7.8 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
Type: accel_y | Measure: 23.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_y)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_y)', u'val': -16000}
Type: humidity | Measure: 43.71 | Max th: {u'msg': u'Max threshold (OpenMote) (humidity)', u'val': 100} | Min th: {u'msg': u'Min threshold (OpenMote) (humidity)', u'val': 0}
Type: temperature | Measure: 29.61 | Max th: {u'msg': u'Max threshold (OpenMote) (temperature)', u'val': 125} | Min th: {u'msg': u'Min threshold (OpenMote) (temperature)', u'val': -40}
Type: accel_z | Measure: 1076.4 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_z)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_z)', u'val': -16000}
Type: light | Measure: 42.21 | Max th: {u'msg': u'Max threshold (OpenMote) (light)', u'val': 188000} | Min th: {u'msg': u'Min threshold (OpenMote) (light)', u'val': 0.045}
Type: accel_x | Measure: 58.5 | Max th: {u'msg': u'Max threshold (OpenMote) (accel_x)', u'val': 16000} | Min th: {u'msg': u'Min threshold (OpenMote) (accel_x)', u'val': -16000}
